Age,Number_of_Referrals,Tenure_in_Months,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_ID,Gender,Married,State,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status,Churn_Category,Churn_Reason
56,4,15,69.95,220.45,0.0,30,88.53,338.98,48307-WES,Female,No,West Bengal,Deal 5,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Joined,Unknown,Unknown
32,6,11,110.05,7430.75,23.16,0,393.99,7801.58,12836-JHA,Male,No,Jharkhand,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
62,3,25,89.5,573.3,0.0,0,287.52,860.82,62375-JAM,Female,Yes,Jammu & Kashmir,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
59,6,32,92.0,6632.75,0.0,0,3269.52,9902.27,57200-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
42,8,13,86.15,5883.85,0.0,0,214.4,6098.25,26294-TEL,Female,Yes,Telangana,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
76,11,17,99.2,4062.2,0.0,0,790.4,4852.6,64847-TAM,Female,No,Tamil Nadu,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Churned,Other,Moved
21,3,10,24.9,467.7,0.0,0,600.02,1067.72,95315-RAJ,Female,Yes,Rajasthan,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
20,4,2,40.05,2799.75,0.0,0,0.0,2799.75,13072-TAM,Female,Yes,Tamil Nadu,Deal 1,No,Unknown,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,Stayed,Unknown,Unknown
25,15,23,71.05,1524.85,16.91,140,364.35,2012.29,23255-KAR,Female,No,Karnataka,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,Stayed,Unknown,Unknown
73,15,14,104.9,3351.55,33.73,0,1392.32,4710.14,54972-HAR,Female,Yes,Haryana,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Attitude,Attitude of support person
68,3,32,103.95,2964.8,0.0,0,1431.44,4396.24,76490-BIH,Male,No,Bihar,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
20,10,7,74.2,1993.25,0.0,0,475.02,2468.27,37470-TEL,Female,Yes,Telangana,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
18,7,12,95.15,2395.7,0.0,80,745.25,3220.95,47093-BIH,Female,No,Bihar,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
74,15,10,98.8,5617.75,0.0,0,491.15,6108.9,77078-ASS,Male,No,Assam,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Price,Price too high
58,0,18,103.65,5676.65,0.0,0,1851.3,7527.95,69814-TAM,Female,Yes,Tamil Nadu,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
38,11,4,94.2,193.8,0.0,0,85.78,279.58,18986-ODI,Female,No,Odisha,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Lack of self-service on Website
30,7,18,20.7,39.85,0.0,0,27.78,67.63,26412-ASS,Female,No,Assam,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,Joined,Unknown,Unknown
63,8,31,96.75,6125.4,0.0,0,1403.68,7529.08,64501-KAR,Male,No,Karnataka,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned,Attitude,Attitude of service provider
38,9,29,20.0,377.55,0.0,0,457.9,835.45,29541-KAR,Male,Yes,Karnataka,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
60,0,21,20.65,158.95,0.0,0,35.07,194.02,38365-KAR,Female,Yes,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
30,3,16,75.3,2263.4,0.0,0,97.15,2360.55,27775-GUJ,Female,Yes,Gujarat,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
48,7,28,33.75,1009.25,0.0,0,0.0,1009.25,88255-MAH,Male,No,Maharashtra,Deal 3,No,Unknown,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
46,2,3,81.7,858.6,0.0,0,220.56,1079.16,23811-ASS,Male,No,Assam,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Dissatisfaction,Poor expertise of phone support
26,0,30,70.8,3478.15,0.0,0,1876.0,5354.15,47046-UTT,Male,Yes,Uttar Pradesh,Deal 2,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
59,13,14,86.15,2745.7,0.0,0,473.22,3218.92,97997-KAR,Female,No,Karnataka,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Churned,Attitude,Attitude of service provider
36,12,35,75.1,2658.8,0.0,0,41.44,2700.24,96928-TEL,Male,Yes,Telangana,Deal 3,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
41,4,17,25.0,1584.8,0.0,0,435.84,2020.64,24902-MAH,Male,Yes,Maharashtra,Deal 2,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
25,4,13,89.9,89.9,0.0,0,32.85,122.75,14698-PUN,Male,No,Punjab,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
69,0,24,74.85,572.45,0.0,0,92.64,665.09,86783-TEL,Female,Yes,Telangana,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
61,9,14,44.95,431.0,0.0,10,25.92,466.92,48559-UTT,Male,No,Uttar Pradesh,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,Churned,Competitor,Competitor had better devices
25,7,5,20.05,20.05,0.0,0,18.15,38.2,86891-GUJ,Male,No,Gujarat,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
34,15,22,34.7,1604.5,0.0,0,0.0,1604.5,58748-KER,Female,No,Kerala,Unknown,No,Unknown,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,Churned,Dissatisfaction,Product dissatisfaction
34,8,21,66.15,2522.4,0.0,0,765.32,3287.72,48722-AND,Male,No,Andhra Pradesh,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
41,5,35,20.2,50.6,0.0,0,55.29,105.89,34101-TAM,Female,No,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
37,6,11,19.9,601.55,0.0,0,496.96,1098.51,28751-WES,Female,No,West Bengal,Deal 3,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
48,7,5,60.65,196.9,0.0,0,67.47,264.37,63464-AND,Male,No,Andhra Pradesh,Unknown,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
36,13,8,94.85,953.45,0.0,0,432.6,1386.05,46577-MAH,Female,Yes,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered more data
27,8,32,85.8,85.8,0.0,0,34.47,120.27,42571-JAM,Female,No,Jammu & Kashmir,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Churned,Competitor,Competitor made better offer
18,14,9,95.2,292.85,0.0,20,69.78,382.63,45084-JAM,Female,No,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
24,5,11,34.8,113.95,0.0,0,0.0,113.95,92134-BIH,Male,No,Bihar,Unknown,No,Unknown,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Joined,Unknown,Unknown
46,11,30,81.25,4620.4,0.0,0,1450.4,6070.8,48037-TAM,Male,No,Tamil Nadu,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
29,14,22,24.6,190.1,0.0,0,0.0,190.1,91967-CHH,Female,No,Chhattisgarh,Deal 5,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Stayed,Unknown,Unknown
73,10,4,73.8,4003.85,0.0,0,887.22,4891.07,44056-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
36,6,16,58.55,3503.5,0.0,0,1724.94,5228.44,41417-MAH,Female,No,Maharashtra,Deal 2,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
60,13,36,55.25,1924.1,0.0,0,713.65,2637.75,85284-KAR,Male,Yes,Karnataka,Unknown,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
37,4,5,102.6,4213.35,2.93,0,1846.23,6056.65,68560-ASS,Female,No,Assam,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
40,12,9,25.15,331.85,48.59,0,0.0,283.26,95019-TEL,Male,No,Telangana,Deal 4,No,Unknown,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
53,12,20,69.2,944.65,0.0,0,41.44,986.09,87869-PUN,Male,No,Punjab,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
30,4,27,19.9,283.75,0.0,0,609.0,892.75,59386-AND,Female,No,Andhra Pradesh,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
46,12,1,93.8,4539.35,0.0,0,1388.73,5928.08,26977-UTT,Male,No,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
33,8,6,55.4,55.4,0.0,0,13.01,68.41,11472-PUN,Female,No,Punjab,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
26,8,23,69.95,69.95,0.0,0,13.04,82.99,82895-UTT,Female,No,Uttar Pradesh,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor made better offer
50,15,33,55.9,3848.8,0.0,20,3045.72,6914.52,93408-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
76,6,7,88.8,88.8,0.0,10,49.6,148.4,64910-ODI,Female,Yes,Odisha,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
49,0,36,25.85,25.85,0.0,0,0.0,25.85,48051-GUJ,Female,Yes,Gujarat,Unknown,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,Joined,Unknown,Unknown
39,1,11,99.65,5941.05,0.0,0,1008.6,6949.65,64636-KAR,Female,Yes,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
76,4,25,73.75,545.15,0.0,0,226.8,771.95,75616-MAH,Female,No,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned,Attitude,Attitude of support person
53,13,17,20.4,478.75,0.0,0,910.57,1389.32,89585-MAH,Female,No,Maharashtra,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
38,10,34,82.3,5815.15,0.0,0,3487.68,9302.83,81316-WES,Female,Yes,West Bengal,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
35,10,7,89.85,248.4,0.0,0,99.9,348.3,19811-MAH,Female,Yes,Maharashtra,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
33,13,9,75.9,357.75,0.0,0,234.4,592.15,41061-JAM,Female,No,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
27,9,12,19.7,113.5,0.0,0,33.12,146.62,45877-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
40,8,21,19.75,246.7,0.0,0,72.54,319.24,44927-RAJ,Female,No,Rajasthan,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
23,2,10,19.9,942.95,0.0,0,2030.4,2973.35,92216-UTT,Male,Yes,Uttar Pradesh,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
63,10,1,29.8,94.4,0.0,0,0.0,94.4,82473-AND,Male,Yes,Andhra Pradesh,Deal 5,No,Unknown,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
68,1,12,19.65,228.65,0.0,0,640.64,869.29,26308-MAH,Male,Yes,Maharashtra,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
58,12,31,77.15,1759.4,0.0,0,759.46,2518.86,86202-RAJ,Female,No,Rajasthan,Unknown,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
44,14,1,92.0,6474.4,0.0,110,3116.88,9701.28,16782-CHH,Male,Yes,Chhattisgarh,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
54,11,14,43.95,43.95,0.0,0,34.48,78.43,57338-TAM,Female,No,Tamil Nadu,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned,Attitude,Attitude of service provider
32,0,24,103.1,6595.0,0.0,0,2847.24,9442.24,62961-TEL,Female,Yes,Telangana,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
34,0,8,25.55,1336.1,37.37,0,1765.43,3064.16,11802-TAM,Male,No,Tamil Nadu,Deal 2,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
27,3,21,79.0,929.3,0.0,0,110.66,1039.96,72817-AND,Female,Yes,Andhra Pradesh,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
46,14,20,111.6,6876.05,0.0,0,477.02,7353.07,72375-TEL,Female,Yes,Telangana,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Churned,Competitor,Competitor offered more data
57,3,34,60.95,134.6,0.0,0,29.76,164.36,89512-JAM,Male,No,Jammu & Kashmir,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
53,0,18,20.3,20.3,0.0,0,4.09,24.39,27553-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
69,9,11,35.45,35.45,0.0,0,0.0,35.45,23436-TEL,Male,Yes,Telangana,Deal 5,No,Unknown,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Network reliability
36,1,9,87.4,5918.8,0.0,0,1902.8,7821.6,33318-JAM,Female,Yes,Jammu & Kashmir,Deal 1,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,Churned,Competitor,Competitor made better offer
60,0,13,74.15,1387.0,0.0,0,78.84,1465.84,93000-MAD,Female,Yes,Madhya Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
46,7,33,94.75,1691.9,0.0,0,615.06,2306.96,77462-KAR,Female,Yes,Karnataka,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
28,2,16,78.1,947.3,0.0,0,510.6,1457.9,98771-KER,Female,No,Kerala,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Attitude,Attitude of support person
78,12,36,104.3,2867.75,0.0,0,275.13,3142.88,66408-ASS,Male,Yes,Assam,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
65,10,11,100.7,6018.65,0.0,90,1113.86,7222.51,49591-MAD,Female,No,Madhya Pradesh,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
22,0,3,107.65,7082.85,0.0,0,1799.85,8882.7,63913-GUJ,Female,No,Gujarat,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
21,4,12,20.0,810.3,0.0,0,413.69,1223.99,76925-ASS,Female,No,Assam,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Mailed Check,Stayed,Unknown,Unknown
56,10,18,50.1,910.45,0.0,120,179.93,1210.38,67218-HAR,Female,Yes,Haryana,Deal 4,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
40,4,25,49.05,91.1,0.0,40,29.4,160.5,51582-AND,Female,Yes,Andhra Pradesh,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor had better devices
78,2,8,86.85,156.35,0.0,40,8.38,204.73,49243-PUN,Female,No,Punjab,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor had better devices
32,7,36,19.95,82.9,0.0,0,114.2,197.1,89862-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
33,13,5,54.3,1296.8,0.0,0,949.25,2246.05,83234-HAR,Male,Yes,Haryana,Deal 3,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
20,1,9,90.95,5453.4,0.0,0,1995.0,7448.4,39934-WES,Female,Yes,West Bengal,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,Churned,Other,Moved
27,12,15,85.2,627.4,0.0,0,211.28,838.68,87024-WES,Female,Yes,West Bengal,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor had better devices
70,14,3,84.45,5899.85,0.0,0,1203.84,7103.69,31144-GUJ,Male,No,Gujarat,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
25,14,20,55.8,274.35,0.0,0,206.45,480.8,27791-BIH,Male,No,Bihar,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
29,14,23,20.25,202.5,0.0,0,131.6,334.1,28167-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
42,6,34,81.25,4639.45,0.0,0,1746.4,6385.85,58383-AND,Female,No,Andhra Pradesh,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
36,14,7,25.8,1911.5,0.0,0,1164.16,3075.66,12590-UTT,Female,Yes,Uttar Pradesh,Deal 1,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
21,4,9,24.05,1230.9,0.0,0,2245.32,3476.22,92871-JHA,Female,Yes,Jharkhand,Deal 2,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
19,15,8,20.3,467.15,0.0,0,506.66,973.81,99547-KAR,Female,No,Karnataka,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
20,2,4,52.15,2583.75,0.0,50,1392.58,4026.33,91678-KAR,Female,Yes,Karnataka,Unknown,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
33,5,25,79.15,4018.55,0.0,0,129.03,4147.58,27906-UTT,Male,Yes,Uttarakhand,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
51,13,16,25.6,485.9,0.0,0,730.17,1216.07,57677-GUJ,Male,Yes,Gujarat,Deal 4,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
61,3,10,80.55,188.1,0.0,0,10.6,198.7,83196-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
60,14,33,19.55,294.5,0.0,0,266.42,560.92,22443-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,Stayed,Unknown,Unknown
75,2,33,44.85,2572.95,12.07,0,0.0,2560.88,49885-MAH,Male,Yes,Maharashtra,Unknown,No,Unknown,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Attitude,Attitude of support person
